Reference	Degraded	Fsample	PESQ_score
g729char/exp3/original/a/a_m01s16.wav	g729char/exp1/coded/a/ae1m1016.out	16000	3.759
g729char/exp3/original/a/a_m02s16.wav	g729char/exp1/coded/a/ae1m3c16.out	16000	4.011
g729char/exp3/original/a/a_f01s17.wav	g729char/exp1/coded/a/ae1f6917.out	16000	3.456
g729char/exp3/original/a/a_f02s17.wav	g729char/exp1/coded/a/ae1f9517.out	16000	3.455
g729char/exp3/original/a/a_m01s17.wav	g729char/exp1/coded/a/ae1m1117.out	16000	3.521
g729char/exp3/original/a/a_m02s17.wav	g729char/exp1/coded/a/ae1m3d17.out	16000	3.601
g729char/exp3/original/a/a_f01s18.wav	g729char/exp1/coded/a/ae1f6a18.out	16000	3.153
g729char/exp3/original/a/a_f02s18.wav	g729char/exp1/coded/a/ae1f9618.out	16000	3.259
g729char/exp3/original/a/a_m01s18.wav	g729char/exp1/coded/a/ae1m1218.out	16000	3.581
g729char/exp3/original/a/a_m02s18.wav	g729char/exp1/coded/a/ae1m3e18.out	16000	3.598
g729char/exp3/original/a/a_f01s19.wav	g729char/exp1/coded/a/ae1f6b19.out	16000	3.018
g729char/exp3/original/a/a_f02s19.wav	g729char/exp1/coded/a/ae1f9719.out	16000	3.088
g729char/exp3/original/a/a_m01s19.wav	g729char/exp1/coded/a/ae1m1319.out	16000	3.428
g729char/exp3/original/a/a_m02s19.wav	g729char/exp1/coded/a/ae1m3f19.out	16000	3.512
g729char/exp3/original/a/a_f01s20.wav	g729char/exp1/coded/a/ae1f6c20.out	16000	2.85
g729char/exp3/original/a/a_f02s20.wav	g729char/exp1/coded/a/ae1f9820.out	16000	2.962
g729char/exp3/original/a/a_m01s20.wav	g729char/exp1/coded/a/ae1m1420.out	16000	3.004
g729char/exp3/original/a/a_m02s20.wav	g729char/exp1/coded/a/ae1m4020.out	16000	3.252
g729char/exp3/original/a/a_f01s21.wav	g729char/exp1/coded/a/ae1f6d21.out	16000	2.746
g729char/exp3/original/a/a_f02s21.wav	g729char/exp1/coded/a/ae1f9921.out	16000	2.996
g729char/exp3/original/a/a_m01s21.wav	g729char/exp1/coded/a/ae1m1521.out	16000	3.188
g729char/exp3/original/a/a_m02s21.wav	g729char/exp1/coded/a/ae1m4121.out	16000	3.292
g729char/exp3/original/a/a_f01s22.wav	g729char/exp1/coded/a/ae1f6e22.out	16000	2.625
g729char/exp3/original/a/a_f02s22.wav	g729char/exp1/coded/a/ae1f9a22.out	16000	3.012
g729char/exp3/original/a/a_m01s22.wav	g729char/exp1/coded/a/ae1m1622.out	16000	2.978
g729char/exp3/original/a/a_m02s22.wav	g729char/exp1/coded/a/ae1m4222.out	16000	3.37
g729char/exp3/original/a/a_f01s23.wav	g729char/exp1/coded/a/ae1f6f23.out	16000	2.63
g729char/exp3/original/a/a_f02s23.wav	g729char/exp1/coded/a/ae1f9b23.out	16000	2.943
g729char/exp3/original/a/a_m01s23.wav	g729char/exp1/coded/a/ae1m1723.out	16000	2.871
g729char/exp3/original/a/a_m02s23.wav	g729char/exp1/coded/a/ae1m4323.out	16000	3.045
g729char/exp3/original/a/a_f01s24.wav	g729char/exp1/coded/a/ae1f7024.out	16000	2.902
g729char/exp3/original/a/a_f02s24.wav	g729char/exp1/coded/a/ae1f9c24.out	16000	2.839
g729char/exp3/original/a/a_m01s24.wav	g729char/exp1/coded/a/ae1m1824.out	16000	3.302
g729char/exp3/original/a/a_m02s24.wav	g729char/exp1/coded/a/ae1m4424.out	16000	3.425
g729char/exp3/original/a/a_f01s25.wav	g729char/exp1/coded/a/ae1f7125.out	16000	2.805
g729char/exp3/original/a/a_f02s25.wav	g729char/exp1/coded/a/ae1f9d25.out	16000	2.812
g729char/exp3/original/a/a_m01s25.wav	g729char/exp1/coded/a/ae1m1925.out	16000	3.24
g729char/exp3/original/a/a_m02s25.wav	g729char/exp1/coded/a/ae1m4525.out	16000	3.347
g729char/exp3/original/a/a_f01s26.wav	g729char/exp1/coded/a/ae1f7226.out	16000	2.878
g729char/exp3/original/a/a_f02s26.wav	g729char/exp1/coded/a/ae1f9e26.out	16000	3.085
g729char/exp3/original/a/a_m01s26.wav	g729char/exp1/coded/a/ae1m1a26.out	16000	3.165
g729char/exp3/original/a/a_m02s26.wav	g729char/exp1/coded/a/ae1m4626.out	16000	3.369
g729char/exp3/original/a/a_f01s27.wav	g729char/exp1/coded/a/ae1f7327.out	16000	3.023
g729char/exp3/original/a/a_f02s27.wav	g729char/exp1/coded/a/ae1f9f27.out	16000	3.086
g729char/exp3/original/a/a_m01s27.wav	g729char/exp1/coded/a/ae1m1b27.out	16000	3.186
g729char/exp3/original/a/a_m02s27.wav	g729char/exp1/coded/a/ae1m4727.out	16000	3.158
g729char/exp3/original/a/a_f01s28.wav	g729char/exp1/coded/a/ae1f7428.out	16000	2.693
g729char/exp3/original/a/a_f02s28.wav	g729char/exp1/coded/a/ae1fa028.out	16000	2.749
g729char/exp3/original/a/a_m01s28.wav	g729char/exp1/coded/a/ae1m1c28.out	16000	2.92
g729char/exp3/original/a/a_m02s28.wav	g729char/exp1/coded/a/ae1m4828.out	16000	3.196
g729char/exp3/original/a/a_f01s29.wav	g729char/exp1/coded/a/ae1f7529.out	16000	3.037
g729char/exp3/original/a/a_f02s29.wav	g729char/exp1/coded/a/ae1fa129.out	16000	3.226
g729char/exp3/original/a/a_m01s29.wav	g729char/exp1/coded/a/ae1m1d29.out	16000	3.426
g729char/exp3/original/a/a_m02s29.wav	g729char/exp1/coded/a/ae1m4929.out	16000	3.576
g729char/exp3/original/a/a_f01s30.wav	g729char/exp1/coded/a/ae1f7630.out	16000	3.113
g729char/exp3/original/a/a_f02s30.wav	g729char/exp1/coded/a/ae1fa230.out	16000	3.224
g729char/exp3/original/a/a_m01s30.wav	g729char/exp1/coded/a/ae1m1e30.out	16000	3.184
g729char/exp3/original/a/a_m02s30.wav	g729char/exp1/coded/a/ae1m4a30.out	16000	3.411
g729char/exp3/original/a/a_f01s31.wav	g729char/exp1/coded/a/ae1f7731.out	16000	3.015
g729char/exp3/original/a/a_f02s31.wav	g729char/exp1/coded/a/ae1fa331.out	16000	3.172
g729char/exp3/original/a/a_m01s31.wav	g729char/exp1/coded/a/ae1m1f31.out	16000	3.426
g729char/exp3/original/a/a_m02s31.wav	g729char/exp1/coded/a/ae1m4b31.out	16000	3.567
g729char/exp3/original/a/a_f01s32.wav	g729char/exp1/coded/a/ae1f7832.out	16000	2.759
g729char/exp3/original/a/a_f02s32.wav	g729char/exp1/coded/a/ae1fa432.out	16000	2.837
g729char/exp3/original/a/a_m01s32.wav	g729char/exp1/coded/a/ae1m2032.out	16000	3.27
g729char/exp3/original/a/a_m02s32.wav	g729char/exp1/coded/a/ae1m4c32.out	16000	3.287
g729char/exp3/original/a/a_f01s33.wav	g729char/exp1/coded/a/ae1f7933.out	16000	2.736
g729char/exp3/original/a/a_f02s33.wav	g729char/exp1/coded/a/ae1fa533.out	16000	2.957
g729char/exp3/original/a/a_m01s33.wav	g729char/exp1/coded/a/ae1m2133.out	16000	3.151
g729char/exp3/original/a/a_m02s33.wav	g729char/exp1/coded/a/ae1m4d33.out	16000	3.362
g729char/exp3/original/a/a_f01s34.wav	g729char/exp1/coded/a/ae1f7a34.out	16000	2.845
g729char/exp3/original/a/a_f02s34.wav	g729char/exp1/coded/a/ae1fa634.out	16000	2.914
g729char/exp3/original/a/a_m01s34.wav	g729char/exp1/coded/a/ae1m2234.out	16000	3.187
g729char/exp3/original/a/a_m02s34.wav	g729char/exp1/coded/a/ae1m4e34.out	16000	3.353
g729char/exp3/original/a/a_f01s35.wav	g729char/exp1/coded/a/ae1f7b35.out	16000	2.843
g729char/exp3/original/a/a_f02s35.wav	g729char/exp1/coded/a/ae1fa735.out	16000	2.91
g729char/exp3/original/a/a_m01s35.wav	g729char/exp1/coded/a/ae1m2335.out	16000	2.954
g729char/exp3/original/a/a_m02s35.wav	g729char/exp1/coded/a/ae1m4f35.out	16000	3.202
g729char/exp3/original/a/a_f01s36.wav	g729char/exp1/coded/a/ae1f7c36.out	16000	2.727
g729char/exp3/original/a/a_f02s36.wav	g729char/exp1/coded/a/ae1fa836.out	16000	2.778
g729char/exp3/original/a/a_m01s36.wav	g729char/exp1/coded/a/ae1m2436.out	16000	2.961
g729char/exp3/original/a/a_m02s36.wav	g729char/exp1/coded/a/ae1m5036.out	16000	3.277
g729char/exp3/original/a/a_f01s37.wav	g729char/exp1/coded/a/ae1f7d37.out	16000	1.8
g729char/exp3/original/a/a_f02s37.wav	g729char/exp1/coded/a/ae1fa937.out	16000	1.597
g729char/exp3/original/a/a_m01s37.wav	g729char/exp1/coded/a/ae1m2537.out	16000	2.555
g729char/exp3/original/a/a_m02s37.wav	g729char/exp1/coded/a/ae1m5137.out	16000	2.542
g729char/exp3/original/a/a_f01s38.wav	g729char/exp1/coded/a/ae1f7e38.out	16000	2.088
g729char/exp3/original/a/a_f02s38.wav	g729char/exp1/coded/a/ae1faa38.out	16000	2.68
g729char/exp3/original/a/a_m01s38.wav	g729char/exp1/coded/a/ae1m2638.out	16000	3.051
g729char/exp3/original/a/a_m02s38.wav	g729char/exp1/coded/a/ae1m5238.out	16000	2.882
g729char/exp3/original/a/a_f01s39.wav	g729char/exp1/coded/a/ae1f7f39.out	16000	2.644
g729char/exp3/original/a/a_f02s39.wav	g729char/exp1/coded/a/ae1fab39.out	16000	2.918
g729char/exp3/original/a/a_m01s39.wav	g729char/exp1/coded/a/ae1m2739.out	16000	3.385
g729char/exp3/original/a/a_m02s39.wav	g729char/exp1/coded/a/ae1m5339.out	16000	3.404
g729char/exp3/original/a/a_f01s40.wav	g729char/exp1/coded/a/ae1f8040.out	16000	3.278
g729char/exp3/original/a/a_f02s40.wav	g729char/exp1/coded/a/ae1fac40.out	16000	3.22
g729char/exp3/original/a/a_m01s40.wav	g729char/exp1/coded/a/ae1m2840.out	16000	3.77
g729char/exp3/original/a/a_m02s40.wav	g729char/exp1/coded/a/ae1m5440.out	16000	3.762
g729char/exp3/original/a/a_f01s41.wav	g729char/exp1/coded/a/ae1f8141.out	16000	3.48
g729char/exp3/original/a/a_f02s41.wav	g729char/exp1/coded/a/ae1fad41.out	16000	3.605
g729char/exp3/original/a/a_m01s41.wav	g729char/exp1/coded/a/ae1m2941.out	16000	3.833
g729char/exp3/original/a/a_m02s41.wav	g729char/exp1/coded/a/ae1m5541.out	16000	4.057
g729char/exp3/original/a/a_f01s42.wav	g729char/exp1/coded/a/ae1f8242.out	16000	3.67
g729char/exp3/original/a/a_f02s42.wav	g729char/exp1/coded/a/ae1fae42.out	16000	3.939
g729char/exp3/original/a/a_m01s42.wav	g729char/exp1/coded/a/ae1m2a42.out	16000	4.184
g729char/exp3/original/a/a_m02s42.wav	g729char/exp1/coded/a/ae1m5642.out	16000	4.324
g729char/exp3/original/a/a_f01s43.wav	g729char/exp1/coded/a/ae1f8343.out	16000	3.947
g729char/exp3/original/a/a_f02s43.wav	g729char/exp1/coded/a/ae1faf43.out	16000	4.271
g729char/exp3/original/a/a_m01s43.wav	g729char/exp1/coded/a/ae1m2b43.out	16000	4.29
g729char/exp3/original/a/a_m02s43.wav	g729char/exp1/coded/a/ae1m5743.out	16000	4.317
g729char/exp3/original/a/a_f01s44.wav	g729char/exp1/coded/a/ae1f8444.out	16000	4.33
g729char/exp3/original/a/a_f02s44.wav	g729char/exp1/coded/a/ae1fb044.out	16000	4.321
g729char/exp3/original/a/a_m01s44.wav	g729char/exp1/coded/a/ae1m2c44.out	16000	4.355
g729char/exp3/original/a/a_m02s44.wav	g729char/exp1/coded/a/ae1m5844.out	16000	4.338
g729char/exp1/original/d/d_f01s01.wav	g729char/exp1/coded/d/de1f5901.out	16000	3.419
g729char/exp1/original/d/d_f02s01.wav	g729char/exp1/coded/d/de1f8501.out	16000	3.413
g729char/exp1/original/d/d_m01s01.wav	g729char/exp1/coded/d/de1m0101.out	16000	3.809
g729char/exp1/original/d/d_m02s01.wav	g729char/exp1/coded/d/de1m2d01.out	16000	3.845
g729char/exp1/original/d/d_f01s02.wav	g729char/exp1/coded/d/de1f5a02.out	16000	3.308
g729char/exp1/original/d/d_f02s02.wav	g729char/exp1/coded/d/de1f8602.out	16000	2.906
g729char/exp1/original/d/d_m01s02.wav	g729char/exp1/coded/d/de1m0202.out	16000	3.444
g729char/exp1/original/d/d_m02s02.wav	g729char/exp1/coded/d/de1m2e02.out	16000	3.507
g729char/exp1/original/d/d_f01s03.wav	g729char/exp1/coded/d/de1f5b03.out	16000	2.964
g729char/exp1/original/d/d_f02s03.wav	g729char/exp1/coded/d/de1f8703.out	16000	2.803
g729char/exp1/original/d/d_m01s03.wav	g729char/exp1/coded/d/de1m0303.out	16000	3.059
g729char/exp1/original/d/d_m02s03.wav	g729char/exp1/coded/d/de1m2f03.out	16000	2.989
g729char/exp1/original/d/d_f01s04.wav	g729char/exp1/coded/d/de1f5c04.out	16000	3.836
g729char/exp1/original/d/d_f02s04.wav	g729char/exp1/coded/d/de1f8804.out	16000	3.902
g729char/exp1/original/d/d_m01s04.wav	g729char/exp1/coded/d/de1m0404.out	16000	4.163
g729char/exp1/original/d/d_m02s04.wav	g729char/exp1/coded/d/de1m3004.out	16000	3.877
g729char/exp1/original/d/d_f01s05.wav	g729char/exp1/coded/d/de1f5d05.out	16000	3.245
g729char/exp1/original/d/d_f02s05.wav	g729char/exp1/coded/d/de1f8905.out	16000	3.26
g729char/exp1/original/d/d_m01s05.wav	g729char/exp1/coded/d/de1m0505.out	16000	3.576
g729char/exp1/original/d/d_m02s05.wav	g729char/exp1/coded/d/de1m3105.out	16000	3.304
g729char/exp1/original/d/d_f01s06.wav	g729char/exp1/coded/d/de1f5e06.out	16000	3.507
g729char/exp1/original/d/d_f02s06.wav	g729char/exp1/coded/d/de1f8a06.out	16000	3.432
g729char/exp1/original/d/d_m01s06.wav	g729char/exp1/coded/d/de1m0606.out	16000	3.786
g729char/exp1/original/d/d_m02s06.wav	g729char/exp1/coded/d/de1m3206.out	16000	3.685
g729char/exp1/original/d/d_f01s07.wav	g729char/exp1/coded/d/de1f5f07.out	16000	4.29
g729char/exp1/original/d/d_f02s07.wav	g729char/exp1/coded/d/de1f8b07.out	16000	4.393
g729char/exp1/original/d/d_m01s07.wav	g729char/exp1/coded/d/de1m0707.out	16000	4.256
g729char/exp1/original/d/d_m02s07.wav	g729char/exp1/coded/d/de1m3307.out	16000	4.337
g729char/exp1/original/d/d_f01s08.wav	g729char/exp1/coded/d/de1f6008.out	16000	3.256
g729char/exp1/original/d/d_f02s08.wav	g729char/exp1/coded/d/de1f8c08.out	16000	3.083
g729char/exp1/original/d/d_m01s08.wav	g729char/exp1/coded/d/de1m0808.out	16000	3.88
g729char/exp1/original/d/d_m02s08.wav	g729char/exp1/coded/d/de1m3408.out	16000	3.809
g729char/exp1/original/d/d_f01s09.wav	g729char/exp1/coded/d/de1f6109.out	16000	3.277
g729char/exp1/original/d/d_f02s09.wav	g729char/exp1/coded/d/de1f8d09.out	16000	2.992
g729char/exp1/original/d/d_m01s09.wav	g729char/exp1/coded/d/de1m0909.out	16000	3.638
g729char/exp1/original/d/d_m02s09.wav	g729char/exp1/coded/d/de1m3509.out	16000	3.659
g729char/exp1/original/d/d_f01s10.wav	g729char/exp1/coded/d/de1f6210.out	16000	2.859
g729char/exp1/original/d/d_f02s10.wav	g729char/exp1/coded/d/de1f8e10.out	16000	2.845
g729char/exp1/original/d/d_m01s10.wav	g729char/exp1/coded/d/de1m0a10.out	16000	3.189
g729char/exp1/original/d/d_m02s10.wav	g729char/exp1/coded/d/de1m3610.out	16000	3.252
g729char/exp1/original/d/d_f01s11.wav	g729char/exp1/coded/d/de1f6311.out	16000	3.513
g729char/exp1/original/d/d_f02s11.wav	g729char/exp1/coded/d/de1f8f11.out	16000	3.21
g729char/exp1/original/d/d_m01s11.wav	g729char/exp1/coded/d/de1m0b11.out	16000	3.779
g729char/exp1/original/d/d_m02s11.wav	g729char/exp1/coded/d/de1m3711.out	16000	3.67
g729char/exp1/original/d/d_f01s12.wav	g729char/exp1/coded/d/de1f6412.out	16000	3.33
g729char/exp1/original/d/d_f02s12.wav	g729char/exp1/coded/d/de1f9012.out	16000	3.121
g729char/exp1/original/d/d_m01s12.wav	g729char/exp1/coded/d/de1m0c12.out	16000	3.622
g729char/exp1/original/d/d_m02s12.wav	g729char/exp1/coded/d/de1m3812.out	16000	3.589
g729char/exp1/original/d/d_f01s13.wav	g729char/exp1/coded/d/de1f6513.out	16000	3.037
g729char/exp1/original/d/d_f02s13.wav	g729char/exp1/coded/d/de1f9113.out	16000	2.696
g729char/exp1/original/d/d_m01s13.wav	g729char/exp1/coded/d/de1m0d13.out	16000	3.463
g729char/exp1/original/d/d_m02s13.wav	g729char/exp1/coded/d/de1m3913.out	16000	3.477
g729char/exp1/original/d/d_f01s14.wav	g729char/exp1/coded/d/de1f6614.out	16000	2.819
g729char/exp1/original/d/d_f02s14.wav	g729char/exp1/coded/d/de1f9214.out	16000	2.707
g729char/exp1/original/d/d_m01s14.wav	g729char/exp1/coded/d/de1m0e14.out	16000	3.247
g729char/exp1/original/d/d_m02s14.wav	g729char/exp1/coded/d/de1m3a14.out	16000	3.328
g729char/exp1/original/d/d_f01s15.wav	g729char/exp1/coded/d/de1f6715.out	16000	2.925
g729char/exp1/original/d/d_f02s15.wav	g729char/exp1/coded/d/de1f9315.out	16000	2.744
g729char/exp1/original/d/d_m01s15.wav	g729char/exp1/coded/d/de1m0f15.out	16000	3.117
g729char/exp1/original/d/d_m02s15.wav	g729char/exp1/coded/d/de1m3b15.out	16000	3.068
g729char/exp1/original/d/d_f01s16.wav	g729char/exp1/coded/d/de1f6816.out	16000	3.471
g729char/exp1/original/d/d_f02s16.wav	g729char/exp1/coded/d/de1f9416.out	16000	3.47
g729char/exp1/original/d/d_m01s16.wav	g729char/exp1/coded/d/de1m1016.out	16000	3.759
g729char/exp1/original/d/d_m02s16.wav	g729char/exp1/coded/d/de1m3c16.out	16000	3.603
g729char/exp1/original/d/d_f01s17.wav	g729char/exp1/coded/d/de1f6917.out	16000	3.446
g729char/exp1/original/d/d_f02s17.wav	g729char/exp1/coded/d/de1f9517.out	16000	3.25
g729char/exp1/original/d/d_m01s17.wav	g729char/exp1/coded/d/de1m1117.out	16000	3.543
g729char/exp1/original/d/d_m02s17.wav	g729char/exp1/coded/d/de1m3d17.out	16000	3.619
g729char/exp1/original/d/d_f01s18.wav	g729char/exp1/coded/d/de1f6a18.out	16000	3.306
g729char/exp1/original/d/d_f02s18.wav	g729char/exp1/coded/d/de1f9618.out	16000	3.165
g729char/exp1/original/d/d_m01s18.wav	g729char/exp1/coded/d/de1m1218.out	16000	3.453
g729char/exp1/original/d/d_m02s18.wav	g729char/exp1/coded/d/de1m3e18.out	16000	3.4
g729char/exp1/original/d/d_f01s19.wav	g729char/exp1/coded/d/de1f6b19.out	16000	2.948
g729char/exp1/original/d/d_f02s19.wav	g729char/exp1/coded/d/de1f9719.out	16000	2.777
g729char/exp1/original/d/d_m01s19.wav	g729char/exp1/coded/d/de1m1319.out	16000	3.232
g729char/exp1/original/d/d_m02s19.wav	g729char/exp1/coded/d/de1m3f19.out	16000	3.485
g729char/exp1/original/d/d_f01s20.wav	g729char/exp1/coded/d/de1f6c20.out	16000	2.922
g729char/exp1/original/d/d_f02s20.wav	g729char/exp1/coded/d/de1f9820.out	16000	2.703
g729char/exp1/original/d/d_m01s20.wav	g729char/exp1/coded/d/de1m1420.out	16000	2.934
g729char/exp1/original/d/d_m02s20.wav	g729char/exp1/coded/d/de1m4020.out	16000	2.793
g729char/exp1/original/d/d_f01s21.wav	g729char/exp1/coded/d/de1f6d21.out	16000	2.772
g729char/exp1/original/d/d_f02s21.wav	g729char/exp1/coded/d/de1f9921.out	16000	2.623
g729char/exp1/original/d/d_m01s21.wav	g729char/exp1/coded/d/de1m1521.out	16000	3.307
g729char/exp1/original/d/d_m02s21.wav	g729char/exp1/coded/d/de1m4121.out	16000	3.208
g729char/exp1/original/d/d_f01s22.wav	g729char/exp1/coded/d/de1f6e22.out	16000	2.801
g729char/exp1/original/d/d_f02s22.wav	g729char/exp1/coded/d/de1f9a22.out	16000	2.416
g729char/exp1/original/d/d_m01s22.wav	g729char/exp1/coded/d/de1m1622.out	16000	2.953
g729char/exp1/original/d/d_m02s22.wav	g729char/exp1/coded/d/de1m4222.out	16000	2.944
g729char/exp1/original/d/d_f01s23.wav	g729char/exp1/coded/d/de1f6f23.out	16000	2.693
g729char/exp1/original/d/d_f02s23.wav	g729char/exp1/coded/d/de1f9b23.out	16000	2.432
g729char/exp1/original/d/d_m01s23.wav	g729char/exp1/coded/d/de1m1723.out	16000	2.789
g729char/exp1/original/d/d_m02s23.wav	g729char/exp1/coded/d/de1m4323.out	16000	2.745
g729char/exp1/original/d/d_f01s24.wav	g729char/exp1/coded/d/de1f7024.out	16000	2.88
g729char/exp1/original/d/d_f02s24.wav	g729char/exp1/coded/d/de1f9c24.out	16000	2.793
g729char/exp1/original/d/d_m01s24.wav	g729char/exp1/coded/d/de1m1824.out	16000	3.411
g729char/exp1/original/d/d_m02s24.wav	g729char/exp1/coded/d/de1m4424.out	16000	3.321
g729char/exp1/original/d/d_f01s25.wav	g729char/exp1/coded/d/de1f7125.out	16000	2.905
